UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Torque [Nm]_rolling_var,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Tool wear [min]_rolling_var,Timestamp,ambient_temp,humidity,factory_load,ambient_gap,load_stress,wear_efficiency,mechanical_stress,heat_stress,Type_L,Type_M
6526,L53705,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,301.1,0.0471404521040647,0.0022222222245756,310.15,0.1433720878125308,0.020555555563724,1549.6,216.20062699055603,46742.71111110954,42.55,16.691132043360252,278.59388888888736,37.5,8.527732536956817,72.72222222187195,2026-01-23 15:45:00,32.41972634173239,80,79,277.9802736582676,5814.4,0.037319116527037316,96563.2,2593.5781073385915,True,False
6527,L53706,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,301.11,0.0567646212403206,0.003222222224557,310.19,0.1523883927026181,0.0232222222304873,1554.1,214.8236744660828,46149.21111110952,42.38,16.72747573438512,279.808444444443,40.3,7.803845206028804,60.89999999965874,2026-01-23 15:50:00,36.03799899417207,46,86,274.3620010058279,3302.4,0.033641160949868076,58176.0,1657.7479537319152,True,False
6528,L53707,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,301.12,0.0632455532216845,0.0040000000023169,310.22,0.1619327707122919,0.0262222222305597,1551.7,215.1325431242552,46282.01111110953,43.16,16.609448448933392,275.87377777777584,42.8,7.420691791627886,55.06666666633348,2026-01-23 15:55:00,29.627998999041143,42,60,280.7720010009588,2664.0,0.03493737640079104,67310.4,1244.375957959728,True,False
6529,L53708,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,301.14,0.0516397779715187,0.0026666666689477,310.27,0.1636391694742976,0.0267777777862379,1585.1,179.5113428789962,32224.322222220537,40.37,14.153684247494626,200.32677777777752,45.3,6.815831244626765,46.45555555523044,2026-01-23 16:00:00,27.980577648018972,75,94,282.519422351981,3760.0,0.03555268261150614,61840.0,2098.543323601423,True,False
6530,L53709,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,301.16,0.0699205898940821,0.0048888888911364,310.32000000000005,0.1813529401401488,0.0328888888974764,1591.5,173.90562574760187,30243.166666664965,39.77,13.972119063016576,195.2201111111112,47.5,6.67083203203933,44.49999999968198,2026-01-23 16:05:00,28.92672311741067,78,83,281.67327688258933,3394.7,0.038461538461538464,60572.9,2256.284403158032,True,False
6531,H35944,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,301.17,0.0823272602484061,0.0067777777800087,310.37,0.1828782230150999,0.0334444444531606,1585.4,172.06213348025213,29605.3777777761,39.53,14.08522078082004,198.3934444444447,49.7,6.447221623797008,41.56666666635572,2026-01-23 16:10:00,33.59811921305622,70,87,277.0018807869438,2827.5,0.036737235367372355,52162.5,2351.8683449139357,False,False
6532,H35945,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,301.18,0.0788810637886999,0.0062222222244369,310.42999999999995,0.1828782230155169,0.0334444444533131,1584.4,171.57000514852527,29436.26666666499,39.43,14.185677440448332,201.2334444444448,52.1,6.887186169476624,47.43333333303009,2026-01-23 16:15:00,30.515111274445154,64,88,280.18488872555486,2305.6,0.03862401931200966,43387.2,1952.9671215644898,False,False
6533,H35946,301.2,310.6,1352,52.0,69,0,0,0,0,0,0,301.19,0.0737864787521601,0.0054444444466429,310.48,0.1475729575050094,0.0217777777867753,1570.7,184.97990881894447,34217.56666666503,40.05,14.623744010645456,213.85388888888883,54.8,7.728734264615308,59.73333333303872,2026-01-23 16:20:00,29.37939412325949,86,73,281.22060587674054,3796.0,0.050997782705099776,70304.0,2526.6278946003163,False,False
6534,L53713,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,301.21000000000004,0.0737864787519371,0.00544444444661,310.53000000000003,0.1251665557398901,0.015666666675787,1536.1,157.20718813081822,24714.099999998474,42.0,14.084112404486872,198.362222222221,57.8,8.816650913643361,77.73333333304832,2026-01-23 16:25:00,29.06794179850493,63,78,281.63205820149506,3681.6000000000004,0.04916943521594684,70988.8,1831.2803333058105,True,False
6535,L53714,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,301.23,0.0674948557868501,0.0045555555576877,310.55,0.1178511302366569,0.0138888888980574,1492.3,104.9264821990392,11009.566666665289,43.94,12.72191460084168,161.8471111111087,60.7,9.603818684932447,92.2333333330576,2026-01-23 16:30:00,32.52427238264581,40,53,278.07572761735423,2342.6000000000004,0.05288796102992345,63471.200000000004,1300.9708953058325,True,False
6536,H35949,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,301.23999999999995,0.0516397779699231,0.0026666666687829,310.56,0.1074967700200668,0.0115555555647471,1511.6,83.6755639359458,7001.599999998554,40.940000000000005,7.356206751973278,54.11377777777724,63.6,10.046558282967698,100.93333333306686,2026-01-23 16:35:00,31.917382406218064,77,90,278.58261759378195,3924.0,0.05179282868525897,65618.0,2457.638445278791,False,False
6537,L53716,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,301.25,0.052704627689394,0.0027777777798776,310.57,0.0948683298536161,0.0090000000092145,1500.7,90.04079322419943,8107.344444443039,41.81,7.534727009727031,56.77211111111004,66.8,10.664583129831056,113.73333333307713,2026-01-23 16:40:00,27.74362401413415,70,99,282.7563759858659,4662.900000000001,0.058990760483297794,66222.6,1942.0536809893904,True,False
6538,M21397,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,301.26000000000005,0.0516397779696045,0.00266666666875,310.58000000000004,0.0788810638332177,0.0062222222314601,1497.2,90.0602267621121,8110.8444444430515,41.34,7.501733133083262,56.275999999999215,70.0,10.862780491188891,117.999999999754,2026-01-23 16:45:00,27.843741399196382,76,79,282.6562586008036,3136.3,0.05735492577597841,58795.700000000004,2116.124346338925,False,True
6539,L53718,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,301.28000000000003,0.0632455532195666,0.004000000002049,310.6,0.0816496581496288,0.0066666666759512,1491.3,88.42580065920156,7819.12222222085,41.8,7.5513059944767935,57.02222222222115,73.3,10.81203033660952,116.89999999976456,2026-01-23 16:50:00,30.419367332121446,50,63,280.28063266787854,2809.8,0.05913978494623656,66320.2,1520.9683666060723,True,False
6540,L53719,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,301.29,0.0737864787510284,0.0054444444464759,310.61,0.0875595036302432,0.0076666666759745,1486.8,90.13668632815867,8124.622222220868,43.120000000000005,8.473855216028909,71.80622222222036,76.6,10.308572484415182,106.2666666664418,2026-01-23 16:55:00,34.754278757653175,88,73,275.9457212423468,3949.3,0.06263048016701461,77687.6,3058.3765306734795,True,False
6541,M21400,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,301.3,0.0816496581051063,0.0066666666686807,310.62,0.0918936583980374,0.0084444444537751,1463.1,86.69672555651083,7516.322222220959,46.24,9.77334242837211,95.51822222221844,79.9,9.279008567718089,86.0999999997857,2026-01-23 17:00:00,30.722320273655285,42,87,279.9776797263447,5541.900000000001,0.06720233747260775,87141.6,1290.337451493522,False,True
6542,L53721,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,301.32000000000005,0.0788810637872157,0.0062222222242028,310.62,0.0918936583980374,0.0084444444537751,1448.4,58.10182632431631,3375.822222221015,47.45,7.501592423538111,56.27388888888439,83.0,8.524474568350959,72.66666666646228,2026-01-23 17:05:00,27.570553085911275,51,83,283.1294469140887,3178.8999999999996,0.06291390728476821,57794.7,1406.098207381475,True,False
6543,L53722,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,301.34,0.0699205898919309,0.0048888888908355,310.64,0.1074967700209308,0.0115555555649328,1467.5,54.15051041104323,2932.2777777765014,45.94,7.987935347203778,63.80711111110754,85.8,7.997221739789394,63.95555555536011,2026-01-23 17:10:00,31.7401419255953,59,85,279.0598580744047,3136.5,0.06282383419689119,56936.7,1872.6683736101227,True,False
6544,L53723,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,301.35,0.0707106781322991,0.0050000000019296,310.65,0.1178511302376431,0.0138888888982899,1486.9,90.93642467862917,8269.433333331994,44.18,9.479193589705224,89.8551111111086,88.3,7.803845206038658,60.89999999981254,2026-01-23 17:15:00,32.114148518656734,69,64,278.68585148134326,1894.4,0.05826957033549147,50260.8,2215.8762477873147,True,False
6545,M21404,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,301.36,0.069920589891687,0.0048888888908014,310.66,0.1173787791178732,0.0137777777872024,1490.3,89.44526569670529,8000.455555554205,44.41,9.507593456460508,90.39433333333068,90.8,7.4206917916382436,55.06666666648721,2026-01-23 17:20:00,27.54483297743343,49,84,283.15516702256656,3906.0,0.06866077498300475,68355.0,1349.6968158942382,False,True
6546,M21405,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,301.38,0.0421637021578623,0.0017777777796569,310.69,0.1100504935045992,0.0121111111206058,1513.6,119.1238384576633,14190.48888888746,43.08,10.510819822132405,110.47733333333149,93.4,6.979334575082353,48.71111111093997,2026-01-23 17:25:00,28.346624178847346,78,78,282.4533758211527,2363.4,0.05980448533640023,52661.4,2211.036685950093,False,True
6547,M21406,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,301.39,0.0316227766311395,0.0010000000018629,310.72,0.0918936583993012,0.0084444444540074,1526.0,112.97393996453182,12763.111111109642,42.36,10.451283812686931,109.22933333333192,95.8,7.130529043786373,50.844444444281,2026-01-23 17:30:00,34.23181515057092,54,85,276.5681848494291,3391.5,0.06988896146309602,61047.0,1848.5180181308294,False,True
6548,L53727,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,301.4,0.0,0.0,310.75,0.0527046277608302,0.0027777777874076,1551.9,129.92771494607894,16881.211111109544,41.31,11.245487984076068,126.46099999999925,98.3,7.303728119548877,53.344444444288975,2026-01-23 17:35:00,28.30871662025837,60,53,282.4912833797416,1547.6,0.06318207926479034,50808.0,1698.522997215502,True,False
6549,L53728,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,301.4,0.0,0.0,310.76,0.051639778042896,0.0026666666763195,1580.2,144.25194009863628,20808.622222220554,39.260000000000005,12.389439947883952,153.4982222222227,100.7,7.484057129055289,56.0111111109633,2026-01-23 17:40:00,34.35824817407226,57,64,276.4417518259278,1542.4,0.06324110671936758,42657.0,1958.4201459221188,True,False
6550,H35963,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,301.39,0.0316227766311585,0.0010000000018641,310.75,0.0707106781867429,0.0050000000096291,1589.3,136.82352786628502,18720.677777776076,38.25,11.418917053147718,130.39166666666776,103.1,7.519604008477061,56.54444444430429,2026-01-23 17:45:00,27.359802536339124,71,60,283.2401974636609,2640.0,0.07460732984293193,67188.0,1942.545980080078,False,False
6551,L53730,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,301.38,0.0421637021578907,0.0017777777796593,310.75,0.0707106781867429,0.0050000000096291,1604.1,116.75943930434453,13632.766666664911,36.48,7.849670906053037,61.61733333333551,105.8,7.927448797962238,62.84444444431293,2026-01-23 17:50:00,27.471765208469776,58,98,283.2282347915302,4508.0,0.07844429795649308,69736.0,1593.3623820912471,True,False
6552,L53731,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,301.38,0.0421637021578907,0.0017777777796593,310.75,0.0707106781867429,0.0050000000096291,1614.8,111.8767178638979,12516.39999999821,36.3,7.823895023154108,61.213333333335626,108.4,8.248905651316495,68.0444444443212,2026-01-23 17:55:00,32.06943964990767,69,64,278.6305603500923,2336.0,0.07482993197278912,58984.0,2212.7913358436294,True,False
6553,L53732,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,301.38,0.0421637021578907,0.0017777777796593,310.74,0.0699205899467068,0.0048888888984955,1639.1,120.59892205155953,14544.099999998129,35.22,8.452060892666136,71.43733333333628,111.0,8.353309390754228,69.77777777766278,2026-01-23 18:00:00,29.736085471718937,72,70,280.96391452828107,1827.0,0.06883044208170118,46614.600000000006,2140.9981539637633,True,False
6554,L53733,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,301.38,0.0421637021578907,0.0017777777796593,310.74,0.0699205899467068,0.0048888888984955,1608.2,141.59001848058205,20047.73333333157,37.53,9.795356042533705,95.94900000000152,113.6,8.248905651317493,68.04444444433767,2026-01-23 18:05:00,30.39564486830966,61,84,280.40435513169035,4426.8,0.08992805755395683,73200.3,1854.1343369668894,True,False
6555,M21414,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,301.38,0.0421637021578907,0.0017777777796593,310.74,0.0699205899467068,0.0048888888984955,1625.1,133.09265778228988,17713.655555553727,35.86,9.51574134439014,90.54933333333588,116.2,7.92744879796432,62.844444444345946,2026-01-23 18:10:00,32.45496581570474,84,72,278.24503418429526,2145.6,0.0774390243902439,48842.200000000004,2726.217128519198,False,True
6556,H35969,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,301.39,0.0567646212361759,0.0032222222240865,310.73,0.0674948558420541,0.0045555555651396,1590.7,144.62599274603468,20916.67777777608,37.5,9.858104392946128,97.18222222222376,118.8,7.743097284385967,59.95555555546533,2026-01-23 18:15:00,30.307566473548455,68,59,280.39243352645155,2755.3,0.0931899641577061,65099.8,2060.914520201295,False,False
6557,L53736,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,301.4,0.066666666680519,0.0044444444462914,310.72,0.063245553278958,0.0040000000095615,1606.3,145.7601149529917,21246.01111110936,36.3,10.255838445598902,105.18222222222452,121.6,8.058122196470594,64.93333333325207,2026-01-23 18:20:00,29.155573468736232,63,53,281.54442653126375,1478.6999999999998,0.08002371072910491,47039.399999999994,1836.8011285303826,True,False
6558,M21417,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,301.41,0.073786478749656,0.0054444444462734,310.7,0.0666666667380458,0.0044444444539616,1596.1,138.76554967921996,19255.87777777606,36.57000000000001,10.082223079372143,101.65122222222436,124.3,8.260347046780826,68.2333333332607,2026-01-23 18:25:00,33.47151118523183,43,94,277.12848881476816,2998.6,0.0835875533862111,52252.2,1439.2749809649688,False,True
6559,M21418,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,301.42,0.0788810637861406,0.0062222222240331,310.68,0.063245553278258,0.0040000000094729,1563.8,131.1740150419305,17206.62222222061,38.35,9.165666612115317,84.00944444444548,127.1,8.372574275569988,70.09999999993632,2026-01-23 18:30:00,32.54213346783731,89,74,278.05786653216273,3100.6,0.09668508287292818,60629.299999999996,2896.2498786375204,False,True
6560,H35973,301.5,310.6,1512,39.0,143,0,0,0,0,0,0,301.43999999999994,0.0699205898907008,0.0048888888906635,310.68,0.063245553278258,0.0040000000094729,1562.3,131.72618907752278,17351.78888888728,37.85,8.957213108253482,80.231666666668,130.0,8.353309390757857,69.77777777772341,2026-01-23 18:35:00,32.12976572057519,51,51,278.47023427942486,1989.0,0.0945142101784534,58968.0,1638.6180517493349,False,False
6561,L53740,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,301.47,0.0674948557837964,0.0045555555572754,310.69,0.0737864788016007,0.005444444453939,1606.8,180.48748802432695,32575.733333331573,35.43,9.74508993174412,94.96677777778062,132.9,9.109823757287726,82.98888888884386,2026-01-23 18:40:00,31.94556880893827,75,87,278.85443119106174,1896.6000000000001,0.07543323139653414,42749.8,2395.91766067037,True,False
6562,L53741,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,301.48,0.0632455532168191,0.0040000000017015,310.69,0.0737864788016007,0.005444444453939,1604.8,180.4850255407431,32574.84444444269,35.32,9.737875652431857,94.82622222222513,135.8,9.507891459201897,90.39999999996434,2026-01-23 18:45:00,29.594195228676956,43,68,281.10580477132305,2407.2,0.09392611145898559,56498.399999999994,1272.550394833109,True,False
6563,M21422,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,301.48999999999995,0.0567646212345793,0.0032222222239052,310.69,0.0737864788016007,0.005444444453939,1613.3,191.6246620639142,36720.01111110932,34.84,10.342383133924796,106.96488888889208,138.7,9.592242235842722,92.01111111108496,2026-01-23 18:50:00,28.968726840729133,44,73,281.73127315927087,1554.9,0.0811965811965812,39852.3,1274.623980992082,False,True
6564,L53743,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,301.5,0.047140452096758,0.0022222222238867,310.68,0.063245553278258,0.0040000000094729,1668.6,199.34124844931452,39736.93333333136,31.62,9.102234157978572,82.85066666667188,141.7,9.522488003550414,90.67777777776156,2026-01-23 18:55:00,30.965807076135945,58,57,279.73419292386404,1168.5,0.0797735460627895,39811.0,1796.0168104158847,True,False
6565,L53744,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,301.5,0.047140452096758,0.0022222222238867,310.67,0.0674948558410721,0.0045555555650071,1660.4,202.3578787967228,40948.71111110916,32.46,9.301039368443616,86.50933333333802,144.7,9.092732140438953,82.67777777777151,2026-01-23 19:00:00,29.64393202638104,80,55,280.956067973619,2101.0,0.10077021822849808,59477.4,2371.5145621104834,True,False
6566,L53745,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,301.49,0.0567646212345793,0.0032222222239052,310.66,0.0699205899454452,0.004888888898319,1676.0,184.789369583613,34147.11111110912,31.47,8.061162033685877,64.98233333333863,147.6,8.48789988421446,72.04444444444785,2026-01-23 19:05:00,31.962571848165055,78,69,278.63742815183497,2539.2,0.10251450676982592,57039.99999999999,2493.0806041568744,True,False
6567,L53746,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,301.47,0.0823272602452956,0.0067777777794966,310.65,0.070710678185186,0.0050000000094089,1704.0,206.4202832410886,42609.33333333125,30.94,8.485045668704773,71.99600000000562,150.2,8.175845182270551,66.84444444445658,2026-01-23 19:10:00,30.825076728638663,70,63,279.77492327136133,1423.8000000000002,0.08185053380782918,44431.600000000006,2157.7553710047064,True,False
6568,M21427,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,301.45,0.0971825315897889,0.0094444444462003,310.65,0.070710678185186,0.0050000000094089,1690.1,215.8242340424216,46580.09999999796,31.360000000000003,8.640370362432698,74.65600000000535,152.8,7.627435858648613,58.177777777798696,2026-01-23 19:15:00,32.05402647564218,46,89,278.54597352435786,3212.9,0.10866666666666666,54113.9,1474.4852178795404,False,True
6569,L53748,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,301.43,0.1059349905556006,0.0112222222240151,310.65,0.070710678185186,0.0050000000094089,1697.5,207.67776856359347,43130.055555553496,30.8,8.04211138666714,64.67555555556127,155.4,7.19876532623838,51.822222222251966,2026-01-23 19:20:00,31.721316458248456,51,55,278.87868354175157,1996.4999999999998,0.10906701708278581,55212.299999999996,1617.7871393706712,True,False
6570,M21429,301.4,310.7,1375,42.0,168,0,0,0,0,0,0,301.42,0.103279555907638,0.0106666666684789,310.66,0.0699205899454411,0.0048888888983185,1683.8,225.06532385065,50654.39999999797,31.1,8.42865482875101,71.04222222222774,157.9,6.740425308047825,45.43333333337161,2026-01-23 19:25:00,37.29580900818484,49,61,273.40419099181514,2562.0,0.12209302325581395,57750.0,1827.4946414010572,False,True
6571,L53750,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,301.4,0.0816496581040983,0.0066666666685161,310.64,0.051639778040329,0.0026666666760544,1651.1,202.98793067568832,41204.09999999805,32.029999999999994,7.776324467396352,60.47122222222716,160.2,6.908931417620199,47.733333333379456,2026-01-23 19:30:00,27.84141072383165,68,90,282.7585892761684,2799.0,0.10458715596330276,50817.4,1893.2159292205522,True,False
6572,M21431,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,301.38,0.0788810637866199,0.0062222222241088,310.63,0.048304589250925,0.0023333333427005,1629.3,220.51255948105765,48625.788888886986,33.43,9.516074120490588,90.55566666667072,162.5,6.964194138595941,48.50000000005406,2026-01-23 19:35:00,31.437958180256366,60,56,279.16204181974365,2766.4,0.12545322697606962,68073.2,1886.277490815382,False,True
6573,L53752,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,301.37,0.0674948557851689,0.0045555555574607,310.63,0.048304589250925,0.0023333333427005,1585.0,210.84749623048612,44456.66666666487,36.67,10.401714602250378,108.19566666666874,164.9,7.078135347678964,50.1000000000624,2026-01-23 19:40:00,28.676882303668762,52,94,282.0231176963312,5047.8,0.1231630510846746,76683.6,1491.1978797907757,True,False
6574,M21433,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,301.36,0.0516397779680507,0.0026666666685895,310.62,0.0421637022464178,0.0017777777871245,1576.3,195.73340712986348,38311.56666666489,37.15,9.656690254257327,93.25166666666844,167.2,7.238784428346403,52.40000000007035,2026-01-23 19:45:00,30.550787289567698,62,79,280.0492127104323,1998.7,0.09590517241379311,46931.5,1894.1488119531973,False,True
6575,L53754,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,301.36,0.0516397779680507,0.0026666666685895,310.62,0.0421637022464178,0.0017777777871245,1578.4,195.61595026990568,38265.599999998216,36.63,9.7335673487851,94.74233333333544,169.6,7.456540752928171,55.60000000007861,2026-01-23 19:50:00,29.548981977608264,45,65,281.05101802239176,2145.0,0.11462951234958835,52074.0,1329.7041889923719,True,False
6576,M21435,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,301.36,0.0516397779680507,0.0026666666685895,310.61,0.056764621301911,0.0032222222315493,1568.5,199.6759875398097,39870.49999999825,37.48,10.11377498486327,102.28844444444604,172.0,7.527726527096576,56.66666666675348,2026-01-23 19:55:00,33.91692317533286,70,57,276.58307682466716,2582.1,0.12603305785123967,65730.3,2374.1846222733,False,True
6577,L53756,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,301.38,0.063245553218279,0.0040000000018861,310.6,0.0666666667364725,0.0044444444537518,1536.3,147.6332166779042,21795.56666666501,38.71,8.760447730820912,76.74544444444528,174.5,7.619419633781229,58.05555555565088,2026-01-23 20:00:00,27.578264011015523,48,63,282.9217359889845,2198.7,0.11306990881458967,57375.6,1323.7566725287452,True,False
6578,L53757,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,301.39,0.0567646212362048,0.0032222222240897,310.58,0.0918936583976951,0.0084444444537122,1525.2,154.7505519645462,23947.733333331715,39.63,8.93719443922111,79.87344444444471,177.0,7.527726527097709,56.66666666677053,2026-01-23 20:05:00,34.34242268026076,63,97,276.0575773197392,4394.099999999999,0.1353491720662347,62876.399999999994,2163.572628856428,True,False
6579,L53758,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,301.4,0.0471404520987153,0.0022222222240712,310.56,0.1074967700202362,0.0115555555647835,1527.4,154.84056316094427,23975.59999999837,40.09,8.864843170888273,78.58544444444443,179.4,7.456540752930412,55.60000000011203,2026-01-23 20:10:00,33.58906732445045,55,69,276.8109326755495,2822.1,0.12305699481865284,63108.7,1847.3987028447746,True,False
6580,L53759,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,301.39,0.0567646212362048,0.0032222222240897,310.53000000000003,0.1059349905904176,0.0112222222313918,1540.0,145.9314907756319,21295.99999999833,40.05,8.85616546066449,78.43166666666669,181.8,7.238784428349842,52.400000000120144,2026-01-23 20:15:00,38.16624722193539,50,77,272.23375277806457,3203.2000000000003,0.1278295605858855,62441.6,1908.3123610967696,True,False
6581,L53760,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,301.38,0.063245553218279,0.0040000000018861,310.51000000000005,0.1100504935029406,0.0121111111202407,1527.3,142.32361403192894,20256.01111110948,40.85,8.301840492056874,68.92055555555511,184.1,7.078135347683596,50.100000000127984,2026-01-23 20:20:00,37.40903733130075,75,55,272.99096266869924,2150.5,0.1286472148541114,58923.700000000004,2805.6777998475563,True,False
6582,L53761,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,301.39,0.0567646212362048,0.0032222222240897,310.48999999999995,0.1100504935027558,0.0121111111202001,1545.4,132.38932484657383,17526.93333333165,39.51,7.836871541345815,61.41655555555592,186.4,6.801960501708502,46.26666666680257,2026-01-23 20:25:00,29.60623523388854,40,79,280.79376476611145,2844.0,0.12564102564102564,56124.0,1184.2494093555415,True,False
6583,L53762,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,301.4,0.0666666666805346,0.0044444444462935,310.47,0.0823272602898177,0.0067777777868273,1555.4,126.16673271684076,15918.044444442736,37.71,6.087409593214261,37.05655555555701,188.6,6.619835513240922,43.822222222365696,2026-01-23 20:30:00,35.71057791979226,60,53,274.7894220802077,1892.1000000000001,0.12949640287769784,54549.600000000006,2142.6346751875353,True,False
6584,M21443,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,301.41,0.073786478749662,0.0054444444462743,310.46,0.0699205899425766,0.0048888888979179,1520.2,69.80735395834063,4873.066666665054,39.0,4.257020345526071,18.122222222222906,190.8,6.356099432840161,40.40000000015102,2026-01-23 20:35:00,31.026918399783238,83,85,279.47308160021674,3247.0000000000005,0.13297872340425532,57414.600000000006,2575.234227182009,False,True
6585,L53764,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,301.42,0.0788810637861385,0.0062222222240328,310.45,0.05270462775494,0.0027777777867867,1499.6,80.44073042376951,6470.711111109556,40.1,3.94405318873308,15.555555555555578,193.0,6.394442031096031,40.888888889047536,2026-01-23 20:40:00,32.91336998472017,75,52,277.5866300152798,2288.0,0.14785142024763293,60368.0,2468.5027488540127,True,False
6586,M21445,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,301.43,0.0823272602457358,0.0067777777795691,310.45,0.05270462775494,0.0027777777867867,1514.5,84.15230900640526,7081.611111109517,38.85,4.090979236211289,16.736111111111896,195.2,6.35609943284136,40.40000000016625,2026-01-23 20:45:00,37.160273840501084,76,59,273.3397261594989,1935.1999999999998,0.12804497189256714,52479.99999999999,2824.1808118780823,False,True
6587,L53766,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,301.43,0.0823272602457358,0.0067777777795691,310.46000000000004,0.0699205899425766,0.0048888888979179,1495.4,72.34055263511615,5233.155555554012,39.760000000000005,4.126661281633564,17.029333333333568,197.4,6.619835513243215,43.822222222396064,2026-01-23 20:50:00,29.72535278582426,45,87,280.87464721417575,3828.0,0.14305364511691884,63932.0,1337.6408753620917,True,False
6588,M21447,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,301.45,0.0971825315897729,0.0094444444461972,310.49,0.0994428926468687,0.0098888888979766,1537.9,114.68357433486526,13152.322222220566,37.69,5.864668220226513,34.39433333333481,199.6,6.801960501711847,46.26666666684808,2026-01-23 20:55:00,32.16782065399124,53,76,278.5321793460088,1869.6000000000001,0.11576626240352811,44599.8,1704.8944946615359,False,True
6589,L53768,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,301.47,0.1059349905552268,0.0112222222239359,310.52,0.1135292424797991,0.012888888898037,1529.3,117.44980015118766,13794.45555555392,37.64,5.836323043378268,34.06266666666817,201.9,7.078135347687929,50.10000000018932,2026-01-23 21:00:00,26.15776666503436,68,67,284.54223333496566,2706.7999999999997,0.14609053497942387,58862.799999999996,1778.7281332223365,True,False
6590,M21449,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,301.5,0.0942809041669941,0.0088888888905459,310.54,0.1074967700200577,0.0115555555647451,1534.5,117.20850367329022,13737.833333331688,37.37,5.693475798373814,32.41566666666833,182.7,64.48953403460226,4158.900000000123,2026-01-23 21:05:00,34.66379763439524,40,94,275.9362023656048,3656.6,0.0,60411.7,1386.5519053758094,False,True
